ompss,size,1,64,16,1,bf,1604330357,1604330359,1.418053
ompss,size,1,32,16,1,bf,1604330360,1604330360,0.692327
ompss,size,1,16,16,1,bf,1604330361,1604330362,0.330233
ompss,block,1,64,64,1,bf,1604330363,1604330363,0.332181
ompss,block,1,64,32,1,bf,1604330364,1604330365,0.691737
ompss,block,1,64,16,1,bf,1604330366,1604330367,1.411811
ompss,threads,1,64,16,1,bf,1604330368,1604330370,1.401992
ompss,threads,1,64,16,2,bf,1604330371,1604330373,2.229096
ompss,threads,1,64,16,4,bf,1604330374,1604330378,3.745736
ompss,threads,1,64,16,8,bf,1604330379,1604330385,6.596648
ompss,scheduler,1,64,16,1,bf,1604330386,1604330388,1.417512
ompss,scheduler,1,64,16,1,wf,1604330389,1604330390,1.331949
ompss,size,2,64,16,1,bf,1604330391,1604330392,1.401396
ompss,size,2,32,16,1,bf,1604330393,1604330394,0.689956
ompss,size,2,16,16,1,bf,1604330395,1604330395,0.327169
ompss,block,2,64,64,1,bf,1604330396,1604330397,0.331173
ompss,block,2,64,32,1,bf,1604330398,1604330398,0.695330
ompss,block,2,64,16,1,bf,1604330399,1604330401,1.415964
ompss,threads,2,64,16,1,bf,1604330402,1604330403,1.403654
ompss,threads,2,64,16,2,bf,1604330404,1604330407,2.231702
ompss,threads,2,64,16,4,bf,1604330408,1604330411,3.744429
ompss,threads,2,64,16,8,bf,1604330412,1604330419,6.670083
ompss,scheduler,2,64,16,1,bf,1604330420,1604330421,1.410716
ompss,scheduler,2,64,16,1,wf,1604330422,1604330424,1.340577
ompss,size,3,64,16,1,bf,1604330425,1604330426,1.416656
ompss,size,3,32,16,1,bf,1604330427,1604330428,0.693323
ompss,size,3,16,16,1,bf,1604330429,1604330429,0.329762
ompss,block,3,64,64,1,bf,1604330430,1604330431,0.330887
ompss,block,3,64,32,1,bf,1604330432,1604330432,0.695487
ompss,block,3,64,16,1,bf,1604330433,1604330435,1.412736
ompss,threads,3,64,16,1,bf,1604330436,1604330437,1.448138
ompss,threads,3,64,16,2,bf,1604330438,1604330440,2.224464
ompss,threads,3,64,16,4,bf,1604330441,1604330445,3.751181
ompss,threads,3,64,16,8,bf,1604330446,1604330453,6.781901
