graph,medium,0.558250,-0.219316
graph,small,0.556359,0.019306
graph,large,0.563636,-0.068047
scheduler,versioning,0.034621,0.057582
scheduler,bf,-0.521592,-1.095533
scheduler,wf,-0.603557,-0.367735
thread,4,0.054261,-0.550152
thread,2,-0.207344,-0.007752
thread,1,-0.482001,-0.580838
thread,8,-0.066988,-0.702128
input,medium,-1.108190,-0.057143
input,small,-0.544957,-0.014493
input,large,-2.137044,-1.891286
